,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
709,Tata,HarrierXZ+ DARK EDITION,1990599,2020,Mumbai,Diesel,13646,Manual,1,44280
710,Honda,CityVX CVT PETROL,932099,2019,Mumbai,Petrol,40802,Automatic,2,20734
711,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1002459,2019,Mumbai,Petrol,31071,Automatic,2,22299
712,Hyundai,Grand i101.2 KAPPA SPORTZ (O),597899,2019,Mumbai,Petrol,8885,Manual,1,13300
713,Hyundai,CretaSX PETROL MT,1403999,2020,Mumbai,Petrol,13900,Manual,1,31231
714,Hyundai,Verna1.6 SX VTVT AT (O),1008999,2019,Mumbai,Petrol,25263,Automatic,1,22445
715,Maruti,Vitara BrezzaZDI PLUS,920999,2017,Mumbai,Diesel,33442,Manual,1,20487
716,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,453499,2017,Mumbai,Petrol,96694,Manual,1,10088
717,Hyundai,Creta1.6 SX AT CRDI,1695499,2020,Mumbai,Diesel,59605,Automatic,1,37715
718,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,423399,2016,Mumbai,Petrol,47382,Manual,1,9418
719,Datsun,Redi Go1.0 T(O) AT,326499,2018,Mumbai,Petrol,13485,Automatic,1,7263
720,Hyundai,,1965499,2020,Mumbai,Petrol,12471,,1,43721
721,Toyota,EtiosV,566599,2018,Mumbai,Petrol,20146,Manual,2,12604
722,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,491799,2017,Mumbai,Petrol,20522,Manual,2,10940
723,Honda,CivicVX CVT i-VTEC,1731499,2019,Mumbai,Petrol,10616,Automatic,1,38516
724,Hyundai,Grand i10ASTA 1.2 AT VTVT,471499,2016,Mumbai,Petrol,34515,Automatic,3,10488
725,Skoda,Rapid1.0 AMBITION TSI AT,1134599,2021,Mumbai,Petrol,4315,Automatic,1,25239
726,Maruti,DzireVXI,655899,2019,Mumbai,Petrol,36466,Manual,1,14590
727,Skoda,RapidACTIVE 1.0 TSI,909299,2020,Mumbai,Petrol,47165,Manual,1,20227
728,Maruti,S PRESSOVXI PLUS,426999,2020,Mumbai,Petrol,37985,Manual,1,9498
729,Hyundai,i20ASTA 1.2,419199,2013,Mumbai,Petrol,59330,Manual,1,9325
730,Maruti,BalenoALPHA 1.2 K12,577999,2016,Mumbai,Petrol,55555,Manual,1,12857
731,Maruti,Wagon R 1.0LXI CNG,403199,2017,Mumbai,Petrol + CNG,88809,Manual,2,8969
732,Honda,CivicVX DIESEL,1447899,2019,Mumbai,Diesel,81199,Manual,1,32208
733,Maruti,DzireVXI,639999,2018,Mumbai,Petrol,41056,Manual,1,14236
734,Hyundai,GRAND I10 NIOSSPORTZ CNG MT,775299,2021,Mumbai,Petrol + CNG,9968,Manual,1,17246
735,Mahindra,TUV300T 10 AT,650299,2018,Mumbai,Diesel,57303,Automatic,2,14466
736,Maruti,Vitara BrezzaZXI+ AT SHVS,1010299,2020,Mumbai,Petrol,41231,Automatic,1,22474
737,Maruti,DzireZXI,616299,2017,Mumbai,Petrol,24890,Manual,1,13709
738,MG,HECTORSHARP DCT PETROL,1687299,2020,Mumbai,Petrol,39644,Automatic,1,37533
739,Honda,CivicZX CVT PETROL,1718299,2019,Mumbai,Petrol,20597,Automatic,1,38223
740,Maruti,BalenoDELTA 1.2 K12,542299,2016,Mumbai,Petrol + CNG,53621,Manual,2,12063
741,Tata,HexaVaricor 400 XM,1059699,2018,Mumbai,Diesel,59672,Manual,1,23572
742,Honda,WR-V1.2 i-VTEC VX MT,743299,2018,Mumbai,Petrol,14979,Manual,2,16534
743,Maruti,Wagon R 1.0LXI CNG,454199,2017,Mumbai,Petrol + CNG,68422,Manual,1,10103
744,Tata,NEXONXZ+ OPT PETROL,972499,2020,Mumbai,Petrol,5825,Manual,1,21633
745,MG,HECTORSHARP DCT PETROL,1601799,2020,Mumbai,Petrol,58207,Automatic,1,35631
746,MG,HECTORSHARP DCT PETROL,1757799,2019,Mumbai,Petrol,18718,Automatic,1,39101
747,Hyundai,Elite i201.2  ASTA (O) CVT,765099,2019,Mumbai,Petrol,33807,Automatic,1,17019
748,Maruti,S PRESSOVXI PLUS,462199,2020,Mumbai,Petrol,2679,Manual,1,10281
749,Honda,Jazz1.2 V AT,669299,2017,Mumbai,Petrol,13755,Automatic,1,14888
750,Hyundai,Elite i201.2  ASTA (O) CVT,788899,2019,Mumbai,Petrol,25751,Automatic,1,17549
751,Honda,WR-V1.2 i-VTEC VX MT,1038199,2021,Mumbai,Petrol,7714,Manual,1,23094
752,Toyota,GlanzaG MT PETROL,817599,2021,Mumbai,Petrol,11934,Manual,1,18187
753,Honda,JazzZX CVT,945699,2020,Mumbai,Petrol,25159,Automatic,1,21037
754,Hyundai,Verna1.6 SX VTVT AT (O),914499,2018,Mumbai,Petrol,60623,Automatic,1,20343
755,Tata,HexaVaricor 400 XM,1093399,2018,Mumbai,Diesel,55252,Manual,1,24322
756,Hyundai,i20 Active1.2,535199,2016,Mumbai,Petrol,47707,Manual,1,11905
757,MG,HECTORSHARP DCT PETROL,1726899,2019,Mumbai,Petrol,14509,Automatic,1,38414
758,Tata,HexaVaricor 400 XTA,1111999,2018,Mumbai,Diesel,86392,Automatic,1,24736
759,Maruti,Wagon R 1.0VXI,432099,2017,Mumbai,Petrol,36224,Manual,1,9612
760,Hyundai,Grand i10MAGNA CNG,536199,2019,Mumbai,Petrol + CNG,44561,Manual,1,11927
761,Toyota,GlanzaG MT PETROL,817599,2021,Mumbai,Petrol,20107,Manual,1,18187
762,Hyundai,Verna1.6 SX VTVT AT (O),999099,2018,Mumbai,Petrol,23085,Automatic,1,22224
763,Tata,NEXONXZA+ 1.5,1120699,2019,Mumbai,Diesel,36229,Automatic,1,24929
764,Ford,Endeavour3.2l 4X4 AT Titanium,2952199,2017,Mumbai,Diesel,38385,Automatic,1,65670
765,Maruti,DzireVXI,704199,2018,Mumbai,Petrol,15343,Manual,1,15665
766,Maruti,S PRESSOVXI CNG,505899,2020,Mumbai,Petrol + CNG,16642,Manual,1,11253
767,Tata,ALTROZXZ 1.2,788699,2020,Mumbai,Petrol,17798,Manual,1,17544
768,Skoda,RapidSTYLE 1.0 AT,1296699,2021,Mumbai,Petrol,3417,Automatic,1,28844
769,Hyundai,Elite i20Magna Executive 1.2,547799,2018,Mumbai,Petrol,91014,Manual,1,12185
770,Mahindra,XUV 3OO1.5 W6 MT,828799,2019,Mumbai,Diesel,96053,Manual,1,18436
771,Maruti,BalenoALPHA 1.2 K12,664599,2018,Mumbai,Petrol,23970,Manual,1,14784
772,Maruti,Wagon R 1.0LXI CNG,488799,2019,Mumbai,Petrol + CNG,15026,Manual,2,10873
773,Maruti,BalenoALPHA 1.2 K12,641799,2019,Mumbai,Petrol,33967,Manual,2,14276
774,Maruti,Wagon R 1.0VXI,442699,2017,Mumbai,Petrol,45663,Manual,1,9848
775,Maruti,Alto K10VXI,390199,2018,Mumbai,Petrol,12870,Manual,1,8680
776,Maruti,CiazDELTA 1.5 SHVS VVT MT,874399,2019,Mumbai,Petrol,27983,Manual,1,19451
777,Tata,HexaVaricor 400 XTA,1155099,2017,Mumbai,Diesel,53511,Automatic,1,25695
778,Maruti,CiazZETA 1.4 VVT AMT,771899,2017,Mumbai,Petrol,31156,Automatic,1,17170
779,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,503899,2016,Mumbai,Petrol,33859,Manual,1,11209
780,Maruti,Vitara BrezzaVDI OPT,734599,2016,Mumbai,Diesel,66284,Manual,1,16341
781,Skoda,Superb1.8 TSI STYLE AT,1360139,2016,Mumbai,Petrol,50296,Automatic,1,30256
782,Maruti,Wagon R 1.0LXI CNG,468599,2018,Mumbai,Petrol + CNG,63205,Manual,1,10424
783,Honda,WR-V1.5 i-DTEC VX MT,763199,2017,Mumbai,Diesel,55632,Manual,1,16977
784,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1311999,2021,Mumbai,Petrol,2869,Automatic,1,29185
785,Honda,JazzZX CVT,1025599,2020,Mumbai,Petrol,12260,Automatic,1,22814
786,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1271999,2021,Mumbai,Petrol,3398,Automatic,1,28295
787,Hyundai,CretaSX PLUS 1.6 DUAL TONE VTVT,889799,2017,Mumbai,Petrol,89306,Manual,1,19793
788,Maruti,IGNISZETA 1.2 K12 AMT,781299,2021,Mumbai,Petrol,1512,Automatic,1,17380
789,Hyundai,Creta1.6 SX PLUS AUTO PETROL,991999,2017,Mumbai,Petrol,74784,Automatic,2,22066
790,Maruti,S PRESSOVXI CNG,511499,2020,Mumbai,Petrol + CNG,30120,Manual,1,11378
791,Jeep,Compass2.0 LONGITUDE,1197999,2017,Mumbai,Diesel,29217,Manual,1,26649
792,Maruti,Wagon R 1.0LXI CNG,450999,2017,Mumbai,Petrol + CNG,47758,Manual,1,10032
793,MG,HECTORSHARP 2.0 DIESEL,1485499,2019,Mumbai,Diesel,42023,Manual,1,33044
794,MG,HECTORSHARP DCT PETROL,1618499,2019,Mumbai,Petrol,33745,Automatic,2,36003
795,Tata,HexaVaricor 400 XTA,1103499,2017,Mumbai,Diesel,60953,Automatic,2,24547
796,Maruti,Vitara BrezzaZDI,922099,2019,Mumbai,Diesel,74108,Manual,1,20512
797,Skoda,RapidSTYLE 1.0 AT,1328199,2021,Mumbai,Petrol,7323,Automatic,1,29545
798,Maruti,DzireZXI Plus AMT,882199,2020,Mumbai,Petrol,11919,Automatic,1,19624
799,Ford,Ecosport1.5 TITANIUM TI VCT AT,688099,2017,Mumbai,Petrol,34717,Automatic,2,15306
800,Ford,Ecosport1.5 TITANIUM TI VCT,736299,2017,Mumbai,Petrol,32346,Manual,1,16379
801,Maruti,Wagon R 1.0LXI CNG,467899,2019,Mumbai,Petrol + CNG,57846,Manual,1,10408
802,Honda,CityZX CVT,1051799,2018,Mumbai,Petrol,33636,Automatic,1,23397
803,Hyundai,Creta1.6 CRDI SX PLUS AUTO,1163899,2018,Mumbai,Diesel,66209,Automatic,1,25890
804,Maruti,S PRESSOVXI PLUS,478199,2021,Mumbai,Petrol,700,Manual,1,10637
805,Jeep,Compass2.0 LONGITUDE (O),1284099,2017,Mumbai,Diesel,24625,Manual,1,28564
806,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1175799,2020,Mumbai,Petrol,10048,Automatic,1,26155
807,Toyota,EtiosV,525099,2017,Mumbai,Petrol,73919,Manual,1,11681
808,Jeep,Compass2.0 LONGITUDE (O),1188099,2017,Mumbai,Diesel,88775,Manual,1,26429
809,Maruti,Wagon R 1.0LXI CNG,496899,2017,Mumbai,Petrol + CNG,10728,Manual,1,11053
810,Maruti,Alto K10VXI AMT,482099,2019,Mumbai,Petrol,11466,Automatic,1,10724
811,Mahindra,MARAZZOM8 7 STR,1031799,2018,Mumbai,Diesel,23446,Manual,1,22952
812,Maruti,DzireZXI Plus AMT,913599,2020,Mumbai,Petrol,7295,Automatic,1,20323
813,Maruti,Wagon R 1.0LXI CNG,483499,2018,Mumbai,Petrol + CNG,22300,Manual,1,10755
814,Maruti,IGNISDELTA 1.2 K12 AMT,524099,2017,Mumbai,Petrol,6390,Automatic,2,11658
815,MG,HECTORSHARP DCT PETROL,1621499,2019,Mumbai,Petrol,50821,Automatic,1,36069
816,Maruti,DzireZDI,771099,2018,Mumbai,Diesel,52745,Manual,1,17153
817,Honda,CityVX MT PETROL,830999,2017,Mumbai,Petrol,36320,Manual,1,18485
818,Ford,Figo Aspire1.5 TREND DIESEL,545999,2018,Mumbai,Diesel,48553,Manual,1,12145
819,Honda,WR-V1.2 i-VTEC VX MT,711299,2017,Mumbai,Petrol,46374,Manual,1,15822
820,Maruti,IGNISALPHA 1.2 K12 AMT,865399,2021,Mumbai,Petrol,3432,Automatic,1,19250
821,Hyundai,Verna1.6 SX (O) CRDI MT,1036199,2017,Mumbai,Diesel,53796,Manual,1,23050
822,Tata,HexaVaricor 400 XM,1372199,2019,Mumbai,Diesel,52103,Manual,1,30524
823,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1264999,2021,Mumbai,Petrol,5065,Automatic,1,28139
824,Tata,HexaVaricor 400 XT,997699,2018,Mumbai,Diesel,90156,Manual,1,22193
825,Maruti,Wagon R 1.0VXI,360599,2014,Mumbai,Petrol,63921,Manual,1,8021
826,Ford,Ecosport1.5 TITANIUM TI VCT,748299,2018,Mumbai,Petrol,17181,Manual,1,16645
827,Ford,Ecosport1.5 TITANIUM TI VCT AT,716999,2017,Mumbai,Petrol,53165,Automatic,2,15949
828,Hyundai,Creta1.6 VTVT SX AUTO,1129399,2018,Mumbai,Petrol,34004,Automatic,2,25123
829,Jeep,Compass2.0 LONGITUDE (O),1182899,2017,Mumbai,Diesel,68267,Manual,1,26313
830,Skoda,Rapid1.0 AMBITION TSI AT,1097199,2020,Mumbai,Petrol,27690,Automatic,1,24407
831,Volkswagen,AmeoHIGHLINE PLUS 1.5,584749,2018,Mumbai,Diesel,83244,Manual,1,13007
832,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1114199,2018,Mumbai,Petrol,16385,Automatic,2,24785
833,Honda,CityZX CVT,887699,2017,Mumbai,Petrol,33580,Automatic,2,19746
834,MG,HECTORSHARP 2.0 DIESEL,1556199,2019,Mumbai,Diesel,73842,Manual,1,34617
835,MG,HECTORSHARP DCT PETROL,1726099,2020,Mumbai,Petrol,39173,Automatic,1,38396
836,Hyundai,Creta1.6 SX CRDI,803699,2015,Mumbai,Diesel,110748,Manual,1,17878
837,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1090899,2017,Mumbai,Petrol,64762,Automatic,1,24266
838,Jeep,CompassLIMITED 1.4 AT,1437199,2018,Mumbai,Petrol,36590,Automatic,1,31970
839,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1653999,2020,Mumbai,Petrol,35136,Automatic,1,36792
840,Maruti,CiazALPHA 1.4 VVT,771599,2018,Mumbai,Petrol,15372,Manual,1,17164
841,Maruti,CiazALPHA 1.4 VVT,787599,2018,Mumbai,Petrol,27424,Manual,1,17520
842,Maruti,S CrossZETA 1.3,628999,2015,Mumbai,Diesel,67134,Manual,1,13992
843,Jeep,CompassLIMITED (O) 2.0 4*4,1319999,2017,Mumbai,Diesel,78452,Manual,1,29363
844,Maruti,BalenoZETA 1.2 K12 AMT,697399,2018,Mumbai,Petrol,47214,Automatic,1,15513
845,Maruti,IGNISZETA 1.2 K12,568999,2019,Mumbai,Petrol,8473,Manual,1,12657
846,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1232399,2018,Mumbai,Petrol,31178,Automatic,1,27414
847,Maruti,IGNISZETA 1.2 K12 AMT,781299,2021,Mumbai,Petrol,7904,Automatic,1,17380
848,Maruti,S CrossZETA SHVS,1018499,2019,Mumbai,Diesel,24639,Manual,1,22656
849,Mahindra,XyloD4 BS IV,456199,2015,Mumbai,Diesel,72917,Manual,1,10148
850,Maruti,S CrossSIGMA 1.3,695699,2017,Mumbai,Diesel,86650,Manual,1,15475
851,Hyundai,Creta1.6 CRDI SX PLUS AUTO,1131099,2017,Mumbai,Diesel,86892,Automatic,1,25161
852,Hyundai,Verna1.6 SX VTVT AT (O),1017399,2018,Mumbai,Petrol,24364,Automatic,2,22631
853,KIA,SELTOSGTX 1.4 GDI AT PETROL,1682799,2020,Mumbai,Petrol,13972,Automatic,1,37433
854,Hyundai,i20 Active1.4 SX,566899,2015,Mumbai,Diesel,143498,Manual,1,12610
855,Jeep,Compass2.0 LONGITUDE (O),1147049,2017,Mumbai,Diesel,50586,Manual,1,25515
856,Honda,CityZX CVT,1069499,2018,Mumbai,Petrol,10485,Automatic,1,23790
857,Maruti,IGNISZETA 1.2 K12 AMT,603599,2019,Mumbai,Petrol,25641,Automatic,1,13427
858,Honda,CityVX MT PETROL,825399,2017,Mumbai,Petrol,27606,Manual,1,18361
859,Hyundai,Creta1.6 VTVT SX AUTO,1145699,2018,Mumbai,Petrol,44796,Automatic,2,25485
860,Maruti,S PRESSOVXI PLUS,393799,2019,Mumbai,Petrol,61557,Manual,1,8760
861,Tata,NEXONXZ+ 1.2 DUAL TONE,768099,2018,Mumbai,Petrol,38555,Manual,1,17086
862,Jeep,Compass2.0 LONGITUDE,1188599,2017,Mumbai,Diesel,62984,Manual,1,26440
863,Hyundai,Verna1.6 SX VTVT AT (O),1031799,2018,Mumbai,Petrol,40438,Automatic,1,22952
864,Hyundai,Verna1.6 SX VTVT AT (O),1065499,2018,Mumbai,Petrol,29318,Automatic,1,23701
865,MG,HECTORSHARP DCT PETROL,1922999,2020,Mumbai,Petrol,3575,Automatic,1,42776
866,Maruti,IGNISZETA 1.2 K12 AMT,553899,2017,Mumbai,Petrol,30295,Automatic,1,12321
867,Honda,CityVX CVT PETROL,793599,2017,Mumbai,Petrol,69549,Automatic,1,17653
868,Toyota,GlanzaG MT PETROL,668299,2019,Mumbai,Petrol,65666,Manual,1,14866
869,Honda,WR-V1.2 i-VTEC VX MT,790699,2018,Mumbai,Petrol,15522,Manual,1,17589
870,Honda,Amaze1.2 V CVT I VTEC,719999,2018,Mumbai,Petrol,67116,Automatic,1,16016
871,Jeep,CompassLIMITED O 1.4 AT,1493899,2018,Mumbai,Petrol,75430,Automatic,1,33231
872,Maruti,S CrossDELTA 1.3,620499,2017,Mumbai,Diesel,104007,Manual,1,13803
873,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1799799,2020,Mumbai,Petrol,26655,Automatic,1,40036
874,Honda,CityZX CVT,842399,2017,Mumbai,Petrol,55892,Automatic,2,18739
875,Honda,WR-V1.2 i-VTEC VX MT,733299,2018,Mumbai,Petrol,57922,Manual,1,16312
876,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1911299,2020,Mumbai,Petrol,6499,Automatic,1,42516
877,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1798199,2020,Mumbai,Petrol,11214,Automatic,1,40000
878,Tata,ZestXT RT,452699,2017,Mumbai,Petrol,39609,Manual,1,10070
879,Honda,CivicZX CVT PETROL,1936299,2020,Mumbai,Petrol,47157,Automatic,1,43072
880,Toyota,,1070599,2018,Mumbai,Petrol,21278,,1,23815
881,Hyundai,Verna1.6 SX VTVT AT (O),1060999,2018,Mumbai,Petrol,47188,Automatic,1,23601
882,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1800499,2020,Mumbai,Petrol,12353,Automatic,1,40051
883,Honda,WR-V1.5 i-DTEC VX MT,811799,2018,Mumbai,Diesel,66931,Manual,1,18058
884,Toyota,GlanzaG CVT,696499,2019,Mumbai,Petrol,44506,Automatic,1,15493
885,Jeep,Compass1.4 LIMITED PLUS AT,1808299,2019,Mumbai,Petrol,25869,Automatic,1,40225
886,Toyota,YARISVX CVT,962799,2018,Mumbai,Petrol,79348,Automatic,1,21417
887,Hyundai,Tucson New2WD AT GL DIESEL,1999499,2018,Mumbai,Diesel,11345,Automatic,1,44478
888,Toyota,Corolla Altis1.8 G,385599,2011,Mumbai,Petrol + CNG,122639,Manual,2,8577
889,Hyundai,Grand i10SPORTS 1.2 VTVT,354499,2014,Mumbai,Petrol,43841,Manual,2,7886
890,Maruti,BalenoDELTA 1.2 K12,506399,2016,Mumbai,Petrol,11510,Manual,2,11265
891,Maruti,ErtigaZXI SMART HYBRID AT,1033399,2019,Mumbai,Petrol,27888,Automatic,1,22987
892,Maruti,ErtigaZXI SMART HYBRID AT,1043599,2019,Mumbai,Petrol,46059,Automatic,1,23214
893,Maruti,Swift DzireVDI BS IV,441299,2012,Mumbai,Diesel,50727,Manual,1,9816
894,Renault,KwidRXT Opt,280599,2016,Mumbai,Petrol,66112,Manual,2,6242
895,Honda,Amaze1.2 SAT I VTEC,460199,2014,Mumbai,Petrol,33646,Automatic,1,10237
896,Maruti,Wagon R 1.0LXI,336699,2014,Mumbai,Petrol,23786,Manual,1,7490
897,Maruti,ErtigaVDI ABS,681799,2015,Mumbai,Diesel,39121,Manual,1,15166
898,Maruti,SwiftVXI,562799,2018,Mumbai,Petrol,29822,Manual,2,12519
899,Maruti,CiazZXI,563399,2015,Mumbai,Petrol,48119,Manual,1,12532
900,Maruti,CelerioVXI CNG,401599,2015,Mumbai,Petrol + CNG,97080,Manual,2,8933
901,Volkswagen,VentoHIGHLINE DIESEL,479699,2014,Mumbai,Diesel,80774,Manual,1,10671
902,Ford,Figo1.4 TITANIUM DURATORQ,301399,2012,Mumbai,Diesel,43632,Manual,1,6704
903,Maruti,CiazZDI+,584199,2015,Mumbai,Diesel,103637,Manual,1,12995
904,Maruti,Wagon R 1.0LXI CNG,447999,2018,Mumbai,Petrol + CNG,63568,Manual,1,9965
905,Nissan,TerranoXL PLUS 85 PS DEISEL,579299,2016,Mumbai,Diesel,134145,Manual,1,12886
906,Maruti,S CrossZETA SHVS PETROL,987799,2020,Mumbai,Petrol,47242,Manual,1,21973
907,Maruti,DzireVXI AMT,716899,2017,Mumbai,Petrol,19480,Automatic,1,15947
908,Mahindra,Kuv100K2 TRIP CNG,462999,2019,Mumbai,Petrol + CNG,33040,Manual,1,10299
909,Maruti,SwiftLXI OPT,423499,2015,Mumbai,Petrol,38602,Manual,1,9421
910,Renault,TRIBERRXZ AT,702699,2020,Mumbai,Petrol,15246,Automatic,1,15631
911,Toyota,Innova Crysta2.4 GX 7 STR,1932299,2020,Mumbai,Diesel,42217,Manual,1,42983
912,Nissan,,825499,2021,Mumbai,Petrol,30723,,1,18363
913,Maruti,ErtigaVXI SMART HYBRID,1018599,2020,Bangalore,Petrol,19946,Manual,2,22658
914,Maruti,Wagon RLXI,244999,2009,Bangalore,Petrol,47553,Manual,2,5450
915,KIA,,1640299,2022,Bangalore,Diesel,3556,,1,36488
916,Maruti,RitzZXI,364999,2010,Bangalore,Petrol,46595,Manual,2,8119
917,Maruti,ErtigaZXI SMART HYBRID,1175599,2020,Bangalore,Petrol,17115,Manual,1,26151
918,Maruti,RitzVXI,347999,2010,Bangalore,Petrol,32553,Manual,1,7741
919,Hyundai,i10SPORTZ 1.2 KAPPA2,317699,2011,Bangalore,Petrol,30874,Manual,3,7067
920,KIA,SELTOS1.5 GTX+ AT,1859599,2020,Bangalore,Diesel,10427,Automatic,1,41366
921,Maruti,ErtigaZDI PLUS SHVS,1143099,2018,Bangalore,Diesel,34083,Manual,1,25428
922,Hyundai,EonD LITE PLUS,274899,2013,Bangalore,Petrol,12813,Manual,1,6115
923,Maruti,ErtigaLDI ABS,611999,2012,Bangalore,Diesel,59031,Manual,2,13614
924,Maruti,SwiftZXI,473099,2011,Bangalore,Petrol,59791,Manual,2,10524
925,Renault,,1024199,2021,Bangalore,Petrol,1462,,1,22783
926,Maruti,RitzZXI,385999,2010,Bangalore,Petrol,64372,Manual,1,8586
927,Hyundai,i10SPORTZ 1.2 KAPPA2,311699,2011,Bangalore,Petrol,50828,Manual,3,6934
928,Tata,TiagoXZ+ 1.2 Revotron,721099,2021,Bangalore,Petrol,14194,Manual,1,16040
929,Maruti,SwiftZXI,860699,2020,Bangalore,Petrol,8830,Manual,1,19146
930,Hyundai,,874299,2022,Bangalore,Petrol,2903,,1,19448
931,Maruti,Vitara BrezzaVXI,980699,2021,Bangalore,Petrol,3171,Manual,1,21815
932,Hyundai,i20MAGNA O 1.2,352499,2010,Bangalore,Petrol,75325,Manual,1,7841
933,Maruti,SwiftZXI AMT,798699,2020,Bangalore,Petrol,15386,Automatic,2,17767
934,Maruti,Swift DzireVXI,581599,2016,Bangalore,Petrol,42534,Manual,2,12937
935,Tata,NanoXT TWIST,239999,2016,Bangalore,Petrol,5403,Manual,1,5339
936,Maruti,SwiftVXI,428699,2012,Bangalore,Petrol,70267,Manual,3,9536
937,Maruti,Wagon R 1.0VXI,409499,2014,Bangalore,Petrol,28171,Manual,1,9109
938,Hyundai,i20SPORTZ 1.4 CRDI,437499,2014,Bangalore,Diesel,47323,Manual,3,9732
939,Maruti,SwiftZXI,504999,2012,Bangalore,Petrol,51481,Manual,1,11233
940,Maruti,SwiftVXI,476299,2012,Bangalore,Petrol,76615,Manual,2,10595
941,Tata,TiagoXZ 1.2 REVOTRON,595799,2019,Bangalore,Petrol,14648,Manual,1,13253
942,Honda,CityV MT PETROL,1101149,2020,Bangalore,Petrol,14825,Manual,1,24494
943,Hyundai,Elite i201.2 SPORTS PLUS VTVT CVT,932349,2019,Bangalore,Petrol,3268,Automatic,1,20740
944,Volkswagen,PoloTrendline 1.0 L Petrol,612899,2018,Bangalore,Petrol,34828,Manual,1,13634
945,Renault,,988199,2021,Bangalore,Petrol,7972,,1,21982
946,Maruti,SwiftZXI + AMT,888599,2020,Bangalore,Petrol,24093,Automatic,1,19766
947,Maruti,Swift DzireZDI,626199,2014,Bangalore,Diesel,97853,Manual,1,13929
948,Maruti,SwiftVDI,489199,2012,Bangalore,Diesel,78175,Manual,1,10882
949,Renault,,1006799,2021,Bangalore,Petrol,4647,,1,22396
950,Mahindra,XUV500W10 AT,1650499,2018,Bangalore,Diesel,75852,Automatic,2,36714
951,Maruti,SwiftVDI,567799,2014,Bangalore,Diesel,41795,Manual,1,12630
952,Toyota,,1107899,2021,Bangalore,Petrol,4126,,2,24645
953,Maruti,RitzVDI,394199,2012,Bangalore,Diesel,93102,Manual,1,8769
954,Hyundai,i20MAGNA O 1.2,369299,2011,Bangalore,Petrol,61954,Manual,2,8215
955,Maruti,SwiftZXI,838799,2021,Bangalore,Petrol,9511,Manual,1,18659
956,Maruti,Vitara BrezzaVXI,980699,2022,Bangalore,Petrol,3771,Manual,1,21815
957,Tata,NEXONXZA + 1.2 PETROL A/T,1071599,2019,Bangalore,Petrol,20099,Automatic,1,23837
958,KIA,SELTOSGTX 1.4 GDI PETROL,1790999,2021,Bangalore,Petrol,4317,Manual,1,39840
959,MG,,1466099,2021,Bangalore,Petrol,9453,,1,32613
960,Maruti,A StarVXI ABS AT,320149,2012,Bangalore,Petrol,40936,Automatic,3,7122
961,Maruti,SwiftZXI+,794699,2020,Bangalore,Petrol,13366,Manual,2,17678
962,Maruti,Zen EstiloVXI,243299,2010,Bangalore,Petrol,52195,Manual,1,5412
963,Honda,Brio1.2 S MT I VTEC,370199,2012,Bangalore,Petrol,55630,Manual,1,8235
964,Maruti,AltoLXI,222299,2010,Bangalore,Petrol,70015,Manual,2,4945
965,Maruti,Swift DzireVXI,538399,2014,Bangalore,Petrol,51092,Manual,2,11976
966,KIA,SELTOSHTX+ AT 1.5 DIESEL,1727299,2019,Bangalore,Diesel,23995,Automatic,1,38423
967,Maruti,A StarVXI ABS AT,341499,2013,Bangalore,Petrol,34742,Automatic,2,7596
968,Hyundai,CretaE,1282899,2020,Bangalore,Diesel,31855,Manual,1,28537
969,Hyundai,Tucson New2WD AT GLS DIESEL,1789099,2017,Bangalore,Diesel,65387,Automatic,1,39798
970,Hyundai,Creta1.4 SX(O) TURBO GDI DCT,2071099,2021,Bangalore,Petrol,1408,Automatic,1,46070
971,Mahindra,XUV500W11 (O) AT,1990599,2020,Bangalore,Diesel,21834,Automatic,1,44280
972,KIA,SELTOSHTK PLUS 1.5 DIESEL,1497699,2020,Bangalore,Diesel,25961,Manual,1,33315
973,Hyundai,i10MAGNA 1.1 IRDE2,385999,2015,Bangalore,Petrol,27578,Manual,2,8586
974,Renault,DusterRXS CVT 106 PS,985299,2018,Bangalore,Petrol,35115,Automatic,1,21917
975,Maruti,SwiftVDI ABS,652399,2017,Bangalore,Diesel,31806,Manual,1,14512
976,MG,HECTORSMART DIESEL,1342099,2019,Bangalore,Diesel,49686,Manual,2,29854
977,Hyundai,Creta1.6 SX (O) CRDI,1511999,2018,Bangalore,Diesel,41010,Manual,1,33634
